,ID,HPA
0,0,0.024528247422788755
1,1,0.013633928839770628
2,2,0.017783685186075655
3,3,0.008805571297938759
4,4,0.015525536010054977
5,5,0.018397485539763617
6,6,0.017177470478564594
7,7,0.014853018208101178
8,8,0.015269808114924819
9,9,0.007082947277506524
10,10,0.013406999955441796
11,11,0.01930745770385909
12,12,0.02052345841103448
13,13,0.0177412918521548
14,14,0.0134688147856482
15,15,0.015901876307008754
16,16,0.008399083863005852
17,17,0.013010326101153916
18,18,0.012960857858420294
19,19,0.01210208043708492
20,20,0.01747862758217283
21,21,0.011718792901399627
22,22,0.008914802002655379
23,23,0.01066752771531006
24,24,0.014787216913926003
25,25,0.011567178545709062
26,26,0.005500254940136592
27,27,0.014072664737991038
28,28,0.009976348121252905
29,29,0.014740599186903182
30,30,0.022590224502254137
31,31,0.014949417498574558
32,32,0.011996278133852957
33,33,0.015183693079739014
34,34,0.013800810939291367
35,35,0.008140203183350674
36,36,0.009592859777326117
37,37,0.011717337280156778
38,38,0.014284407395702206
39,39,0.013486769863032577
40,40,0.0167850063840247
41,41,0.016068673711199445
42,42,0.018946388593962755
43,43,0.022873648982697867
44,44,0.007330812181725297
45,45,0.016967700158059405
46,46,0.02191715786902405
47,47,0.011703370913351326
48,48,0.021478959112081628
49,49,0.01584504513566175
50,50,0.018199275284923554
51,51,0.024003175835177058
52,52,0.007052352645434035
53,53,0.010611135891612368
54,54,0.011109169715955158
55,55,0.016986402835412927
56,56,0.017171303402346398
57,57,0.019566339294211966
58,58,0.015231537024469033
59,59,0.008584555006911484
60,60,0.0074310278473672334
61,61,0.01077960744157896
62,62,0.005893920674447161
63,63,0.008518895816783422
64,64,0.013395020373834167
65,65,0.013574847118747228
66,66,0.01917807076891072
67,67,0.021720275675600236
68,68,0.010772206252593619
69,69,0.01029760151172131
70,70,0.011306712500243513
71,71,0.007927974073862903
72,72,0.016853301580061663
73,73,0.008122860070348507
74,74,0.011128011802170098
75,75,0.02134062899606064
76,76,0.01473041769961965
77,77,0.019711283103627273
78,78,0.009028542537453022
79,79,0.01329327767479921
80,80,0.012613654723263083
81,81,0.015851079206800883
82,82,0.017179637519082205
83,83,0.011813459553551158
84,84,0.009440226202057877
85,85,0.012466607343590798
86,86,0.013770144763381776
87,87,0.01045932214547176
88,88,0.021053500353227905
89,89,0.008118521343108986
90,90,0.012615312122960604
91,91,0.01407264397965407
92,92,0.013124459203976516
93,93,0.013585585856462863
94,94,0.016204225022714694
95,95,0.016735451640276584
96,96,0.011056762698543181
97,97,0.016336327520251454
98,98,0.01654990360817021
99,99,0.010378122571346512
